Contact Data,12914,"Boy Scouts of America, Northern New Jersey Council - NJ",https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12914
Contact Data,10525,Boys & Girls Clubs of Carlsbad - CA,https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10525
Performance Data,8991,Boys & Girls Clubs of the Lowcountry - SC,https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8991
Performance Data,13132,"Breast Cancer Society, Inc. - AZ",https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13132
Performance Data,16157,Build Barstow Smart - CA,https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16157
Performance Data,15531,Business and Technology Development Corp. - FL,https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15531
Contact Data,15739,Business Volunteers Unlimited - OH,https://web.archive.org/web/20160627132700/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15739
Performance Data,16170,C & O Conservation Inc. - MD,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16170
Performance Data,16174,California Taxpayers Action Network - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16174
Performance Data,3416,Cancer Fund of America - TN,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3416
Performance Data,11787,Cancer Support Services - MI,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11787
Performance Data,16260,Care Package Campaign - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16260
Performance Data,16125,Carlsbad Mental Health Center - NM,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16125
Performance Data,16253,Cars 4 Causes - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16253
Performance Data,3432,Catholic Charities of the Archdiocese of Galveston-Houston - TX,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3432
Performance Data,15530,CDC 58:12 - LA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15530
Contact Data,12155,Center for American Progress - DC,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12155
Performance Data,16168,The Center for Building Hope - FL,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16168
Performance Data,11842,Center For Consumer Freedom - DC,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11842
Performance Data,16113,"Center for Social Advocacy, Inc. - CA",https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16113
Performance Data,13374,Center for Union Facts - DC,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13374
Performance Data,16296,CenterLight Healthcare - NY,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16296
Performance Data,16020,Central Alabama Comprehensive Health - AL,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16020
Performance Data,16313,Central New York Services - NY,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16313
Performance Data,16134,Chicana Service Action Center - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16134
Performance Data,12740,Children's Cancer Fund of America - TN,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12740
Performance Data,16235,Children's Charitable Services Inc. - FL,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16235
Performance Data,16115,Children's Charity Support Services - WA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16115
Performance Data,3495,Christian Alliance for Humanitarian Aid - TX,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3495
Performance Data,13285,Christian Community Benevolent Association - NY,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13285
Performance Data,16194,Citizens and Ratepayers Opposing Water Nonsense - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16194
Performance Data,16175,Citizens for Responsible Equitable Environmental Development - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16175
Performance Data,16195,Coalition for Safe and Healthy Economic Progress - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16195
Performance Data,15061,Coastal Enterprises Inc. - ME,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15061
Performance Data,13452,Colorado Center for Nursing Excellence - CO,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13452
Performance Data,16293,Comfort House Services - TX,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16293
Performance Data,15495,Community Action of Minneapolis - MN,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15495
Contact Data,11209,Community Action Services and Food Bank - UT,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11209
Performance Data,16228,Community College Consortium on Autism and Intellectual Disabilities - VA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16228
Performance Data,13599,Community Educational Television - TX,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13599
Performance Data,16143,Community Health Charities of Louisiana - LA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16143
Performance Data,16315,Community Rehabilitation Center Foundation - FL,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16315
Performance Data,16158,Concerned Citizens of Vista - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16158
Performance Data,16176,Convina Residents for Responsible Development - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16176
Performance Data,7520,Conway Area Humane Society - NH,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7520
Performance Data,16177,CREED-21 - CA,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16177
Contact Data,6272,Crossnore School - NC,https://web.archive.org/web/20160704072629/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6272
Performance Data,16623,DC Children & Youth Investment Trust Corporation - DC,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16623
Performance Data,16306,Delaware Firefighters Foundation - DE,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16306
Performance Data,13287,Disabled Veterans of America - MI,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13287
Performance Data,13915,Disabled Veterans Services Inc. - FL,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13915
Performance Data,16172,Divers' Environmental Conservation Organization - CA,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16172
Performance Data,13233,Doc2Doc - NY,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13233
Performance Data,16252,Donate for a Cause - MT,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16252
Performance Data,16285,Downtown Pasco Development Authority - WA,https://web.archive.org/web/20160623014328/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16285
Performance Data,16019,East Carolina Development Company - NC,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16019
Performance Data,16627,East Division Crimes Victims Services - PA,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16627
Performance Data,16101,Ecumenical Refugee and Immigration Services - CO,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16101
Contact Data,15937,Edvestors - MA,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15937
Performance Data,16141,Elder Outreach Nursing and Rehabilitation - LA,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16141
Performance Data,14213,Employ Young Adults - PA,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14213
Performance Data,13373,Employment Policies Institute Foundation - DC,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13373
Performance Data,16178,Empower San Diego - CA,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16178
Performance Data,13375,Enterprise Freedom Action Committee - DC,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13375
Contact Data,7030,Environmental Initiative - MN,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7030
Contact Data,16479,Environmental Investigation Agency - DC,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16479
Performance Data,16119,Epilepsy Foundation of Minnesota - MN,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16119
Performance Data,16144,Esperanza Detroit - MI,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16144
Performance Data,13140,Evelyn Douglin Center for Serving People in Need - NY,https://web.archive.org/web/20160708213018/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13140
Contact Data,11952,Fan Free Clinic - VA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11952
Contact Data,15689,Fatima Network - NY,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15689
Performance Data,3690,Federation Employment and Guidance Service - NY,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3690
Performance Data,3696,The Field Museum - IL,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3696
Performance Data,16628,Firefighters Support Services Incorporated - MI,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16628
Performance Data,14854,The First Tee of Connecticut - CT,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14854
Performance Data,16316,Flintwater.com - MI,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16316
Performance Data,13944,FM World Charities - NY,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13944
Performance Data,14965,Footings Inc. - NY,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14965
Performance Data,14985,Foundation for America's Homeless - FL,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14985
Performance Data,16247,Fresh New Taste LLC - MN,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16247
Performance Data,16200,Fresh Start Opportunities - GA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16200
Performance Data,16159,Friends and Concerned Citizens of University City - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16159
Performance Data,16196,Friends of Glendora - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16196
Performance Data,16173,Friends of San Antonio Heights - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16173
Performance Data,16179,Friends of the US-Mexico Border Environment - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16179
Performance Data,16180,Friends of Tres Pinos - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16180
Performance Data,16312,Fullerton Rangers Soccer Club - CA,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16312
Contact Data,15187,Futures and Options - NY,https://web.archive.org/web/20160627132143/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15187
Performance Data,5602,Galilean Children's Home - KY,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5602
Performance Data,14974,Gemach Shefa Chaim - NJ,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14974
Performance Data,8358,Genesis School - MO,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8358
Contact Data,15729,Gladden Community House - OH,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15729
Performance Data,16295,Global Sustainability Foundation - NY,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16295
Contact Data,15866,GOD TV - KS,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15866
Performance Data,15527,Good Charity Inc. - MI,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15527
Performance Data,16240,Gospel for Asia Inc. - TX,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16240
Performance Data,15500,Greater Cornerstone Community Development Project - OK,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15500
Performance Data,16160,Grow Victorville Smart - CA,https://web.archive.org/web/20160627131646/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16160
Performance Data,16124,Habitat for Humanity of Athens/Limestone County Alabama - AL,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16124
Performance Data,16602,Happy Endings Dog Rescue - TX,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16602
Performance Data,16201,Harvard Community Services Center - OH,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16201
Performance Data,16123,Harvey Volunteer Fire Company No. 2 - LA,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16123
Performance Data,16600,Hawaii Society of Professional Engineers - HI,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16600
Performance Data,16601,Hawaii Society of Professional Engineers Educational Foundation - HI,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16601
Performance Data,15522,"Health, Education, Advocacy, Life Inc. - MD",https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15522
Performance Data,16204,The Herron Foundation - NY,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16204
Performance Data,16294,Hope for Families and Community Services - AL,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16294
Performance Data,16619,Hospital Audiences - NY,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16619
Contact Data,15724,House of Bread - OH,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15724
Performance Data,7051,Humane Society of Southwest Missouri - MO,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7051
Contact Data,12583,Hunger Free America - NY,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12583
Performance Data,16109,Hunting Park Neighborhood Advisory Committee - PA,https://web.archive.org/web/20160626062454/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16109
Performance Data,16094,I Care Foundation - NY,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16094
Performance Data,16197,Indio Citizens for Smart Growth - CA,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16197
Performance Data,16192,The Inland Oversight Committee - CA,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16192
Performance Data,13603,International Christian Broadcasting - CA,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13603
Performance Data,9761,International Foundation of Hope - WA,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9761
Performance Data,16218,International Registry of Pathology - MD,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16218
Performance Data,14983,International Relief and Development - VA,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14983
Performance Data,13249,The Investigative Project on Terrorism Foundation - DC,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13249
Performance Data,13604,J W Bethany Inc. - CA,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13604
Contact Data,14669,Jackson Interfaith Shelter - MI,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14669
Performance Data,13600,Jacksonville Educators Broadcasting - TX,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13600
Performance Data,16133,Jared Foundation - IN,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16133
Performance Data,4608,JCC MetroWest - NJ,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4608
Performance Data,15497,Jefferson Community Health Care Centers - LA,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15497
Contact Data,15684,Jewish Family & Childrens Service of Greater Mercer County - NJ,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15684
Contact Data,15649,Jewish Federation of Central New York - NY,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15649
Performance Data,15520,Jobs Housing & Recovery - MD,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15520
Performance Data,16120,JONAH - NJ,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16120
Performance Data,16308,Juniata Community Mental Health Clinic - PA,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16308
Contact Data,15746,Junior Achievement of Chicago - IL,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15746
Performance Data,16257,Just Food - KS,https://web.archive.org/web/20160623013931/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16257
Contact Data,14217,Kabbalah Centre International Incorporated - CA,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14217
Performance Data,14215,Kabbalah Children's Academy - CA,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14215
Performance Data,6115,Kids Wish Network - FL,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6115
Performance Data,16093,Kingdom Purpose Teach One Reach One - FL,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16093
Contact Data,15270,Kishwaukee Family YMCA - IL,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15270
Contact Data,15967,KIXE-TV - CA,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15967
Performance Data,15524,Korean Social Service Center of New York - NY,https://web.archive.org/web/20160625063015/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15524
Contact Data,15715,La Jolla Music Society - CA,https://web.archive.org/web/20160616121900/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15715
Performance Data,16207,LeClaire Volunteer Firefighter Association - IA,https://web.archive.org/web/20160616121900/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16207
